num;titel;title_no_number;summary;duration;published
442;MBMBaM 442: Justin’s Special Shower Sauce;Justin’s Special Shower Sauce;<p>There’s a lot of what I’m going to classify as “Goof Echoes” in this episode — a strange phenomenon where subject matter of the past is placed, unconsciously, back on the table for discussion. Join us as we revisit challenging topics, such as Goose-Love, and Shampoo Chemistry.</p> <p>Suggested talking points: Glasswatch, Shark Cuban, Bung’s A Bung’s A Bung, Sudsy Substitution, Special Guestpert: Bridget Lancaster, Schiff in the Mix, Doose Guck</p>;3839;2019-01-14 19:54:58+00:00
441;MBMBaM 441: In a New York Whoopsie;In a New York Whoopsie;<p>We’re looking for every opportunity we can to Become the Monster (TM, TM, TM) which informs a lot of this episode. Namely? We’re tired of the super “hero” known as Wolverine always trying to murder our dad, and boy, we’re feeling brave enough to give him a piece of our mind.</p> <p>Suggested talking points: Our Coworker Wolverine, Christmas in August, Janine’s Big Pockets, Tebow’s Fresh Start, Crash Etiquette, Origami Mistake</p>;3738;2019-01-07 17:31:02+00:00
440;MBMBaM 440: The Naming of 2019;The Naming of 2019;<p>This episode is pretty dang near mandatory for anyone who wants to live 2019 in the correct manner. Join us as we decide the most powerful, most liberating, most attainable goal-slogan imaginable — a process that, yes, does take us half the episode.</p> <p>Suggested talking points: Deliberation of the Annual Theme for One-Half an Hour, Yeastblasting, Parkour for Cash,  Round Etiquette, Bean Halen</p>;3544;2018-12-31 14:54:45+00:00
439;MBMBaM 439: Face 2 Face: Candlenights 2018;Face 2 Face: Candlenights 2018;<p>It’s that time of year again. The snow is falling, the candles are a-blazing, and the curse words have been banished to the Darkness Realm, from which no sound or profanity may escape. Dig up the Yule Stump from your front yard, and throw your gifts heavenward for the Star King. Candlenights is officially upon us.</p>;3991;2018-12-27 17:05:37+00:00
438;MBMBaM 438: Face 2 Face: The Ham Up There;Face 2 Face: The Ham Up There;<p>As we prepare for our hometown holiday extravaganza, we present to you our recent live show from Denver, CO! It was a rowdy one, y’all. We suspect that everyone in the room had been visited that night by their city’s nightmare airport horse, and had been driven into a state of pure, horrified ecstasy.</p>;4819;2018-12-17 19:21:05+00:00
437;MBMBaM 437: A Silent Chug;A Silent Chug;<p>In today’s episode, we address a long-running audio anomaly that spans the entire history of our show, and in the process, Justin dry drowns, like, a little.</p> <p>Business Paintball, Wishbone Brutality, Big Candies, Justin’s Drinking Noises,  Fast Food Arms Race, Serious Zapdos, Horny Radio Disney</p>;3839;2018-12-10 16:55:09+00:00
436;MBMBaM 436: Face 2 Face: I Had Charcuterie Today!;Face 2 Face: I Had Charcuterie Today!;<p>Join us and a rowdy crowd of wild Texans from our live show at the ACL Live at the Moody Theater as we discuss What’s-A Christmas to Me, Modern Day Knights and the art of arranging old, old meats and cheeses on slabs of ancient wood.</p>;4571;2018-12-03 18:36:39+00:00
435;MBMBaM 435: The Pasta Poem;The Pasta Poem;<p>Hey, y'all on the lookout for great, online deals from trusted sources? Here's a great deal for you: An almost hour-long audio file with a bunch of jokes on it! And how much will it cost you? Like forty dollars!</p> <p>Suggested talking points: Beezbos' Hunger, Secret Benefits, Dream Poetry, That's A Christmas To Me: Round One, The Basement Toilet, Dougway</p>;3630;2018-11-26 15:18:16+00:00
434;MBMBaM 434: The Crimes of Grundlewad;The Crimes of Grundlewad;<p>Aw DUNK it's time to make it magic at the movies again. Grab your favorite pizza and all your favorite DVDs and come on down to the movies with us, as some of our favorite wizards tally up Grimbleward's crimes.</p> <p>Suggested talking points: The Boy Who Wasn't In This One, Hard Livin' Jeans, Worldwide Broadcast, Community Dessert, Pizza and a Movie, Boring Ballet, Dream Aquarium</p>;3261;2018-11-19 15:38:05+00:00
433;MBMBaM 433: Fred Savage, Piss Warrior;Fred Savage, Piss Warrior;<p>Hey, sorry about the title on this one. We really don't have an excuse. All we can say is that it's not nonsense words -- we have a nice, long discussion about the topic described. There really was no other option.</p> <p>Suggested talking points: Talkin' Dino, Pizza Water, Sprayzer Tag, The Fate of Davis, Claw Malfunction, Workplace Sound Pranks</p>;3304;2018-11-12 16:41:37+00:00
432;MBMBaM 432: Hand Dog and Face Cat;Hand Dog and Face Cat;<p>The time for fence-sitting has come to an end. We must all now decide between the two ghoulish, mind-poisoning animal companions that will bring our hearts and homes one step closer to Hell. This decision is too important to goof up. Follow your heart.</p> <p>Suggested talking points: Choppa Papa, Meats, The World's Two Most Horrible Pets, Big Earther, Cookie Punch, Christmas Doll</p>;3298;2018-11-05 17:49:55+00:00
431;MBMBaM 431: A Very Spooky Burger;A Very Spooky Burger;<p>Welp, I guess this is unofficially our second Halloween episode, because we are ding-dongs who are incapable of looking at a calendar before recording our chart-topping advice podcast. It's like having two Babadooks for the price of one!</p> <p>Suggested talking points: Johnny English 3 Watch, Secret Spectrum, Sentient Chairs, Zoo Busking, Nightmare Burger, Teacher Cuss Tickets, New Birthdays, Munch Squad Jr.</p>;3706;2018-10-29 16:37:20+00:00
430;MBMBaM 430: Scare's Swamp Thing A-boo-t Scary;Scare's Swamp Thing A-boo-t Scary;<p>This is our Halloween episode, I guess? Travis kind of forced our hand a little bit, and we didn't realize that we will, in fact, have another episode up before Halloween. Basically, this whole episode is an accident. Enjoy!</p> <p>Suggested talking points: An Extremely Spooky Intro, Haunted House Guidance, Ghost Cement, Bone Drone, A Very Sexual Spirit, Creamed Corn Surprise, Halloween Shave, Scare Training, Secret Hogwarts, Crunchy Skeleton</p>;3604;2018-10-24 16:16:41+00:00
429;MBMBaM 429: Lactating Las Vegas;Lactating Las Vegas;<p>This one goes places! First, into the mind of our favorite Marvel Defenger, who Travis met, and definitely didn't embarrass us in front of. Also, to the moon! Also, to Broadway! (Please do not tell the Broadway people about our Broadway segment. There's no way we're clearing all these showtunes.)</p> <p>Suggested talking points: Marvel's Defengers, Still Being John Malkovich, Lunar Crank, An Inexplicable Musical Medley, Bad Pizza, Exotic Snaxx, Fancy Slices</p>;3412;2018-10-15 17:37:45+00:00
428;MBMBaM 428: Big Debbie;Big Debbie;<p>Travis makes a big purchasing decision for all three of us this episode, and the repercussions for his hastiness will reverberate throughout the land. Today, we put our oats where our mouth is. Which -- wait! That's a great place to put oats.</p> <p>Suggested talking points: We Bought a Horse Zoo, Aw Beans, Cursed Snacks, The Oatmeal Creme Pie Days, The New Horses?, Munch Squad Jr., Future Slingshot Fight, Dead Drops</p>;3503;2018-10-08 17:54:48+00:00
427;MBMBaM 427: Face 2 Face: Adult Big Green Reptiles;Face 2 Face: Adult Big Green Reptiles;<p>We're finally all squared away after our wild month of travel! As things slowly start to calm down, we've prepared for you one more live show -- this time, from Seattle's beautiful Paramount Theater! It was a surely an evening of tossed friendship and scrambled goofs. We'll be back with a regular episode next week!</p>;4523;2018-10-01 17:17:20+00:00
426;MBMBaM 426: The Home of Smooth Daddy;The Home of Smooth Daddy;<p>Last week, we slept soundly, knowing that we didn't live in a world where our brothers could publicly, viciously dunk on us in public, for the whole world to see, and remember. After the events of the past few days, that sense of security has been eternally shattered.</p> <p>Suggested talking points: Brotherly Betrayal, Of Thrones Game, xX_J0hnY4nk33z_Xx, Larry the ASMR Guy, The Real Cloudy With a Chance of Meatballs Machine, Nancy's Necklace, Na'vi Yard Signs, Castaway Bloopers</p>;3239;2018-09-24 19:26:49+00:00
425;MBMBaM 425: Bigfoot Meat;Bigfoot Meat;<p>Human civilization has long pondered the question of Bigfoot's existence. But have we, in searching for the Bigfoot, avoided confronting the far more pressing concern: Which kind of dipping sauce goes best with Bigfoot Meat?</p> <p>Suggested talking points: Iron Deferens, Mork Tipping, Demons in the Dugout, Failure to Fish, Harry and Fieri, Not Brave</p>;3101;2018-09-18 15:50:24+00:00
424;MBMBaM 424: The Fly-Swallow YouTube Challenge;The Fly-Swallow YouTube Challenge;<p>We're back and we're so excited about The Predator! Like, unreasonably excited. We're pretty sure that our fear of Predator has boiled over, and crystallized into excitement in our minds. THAT PREDATOR, THOUGH!!!</p> <p>Suggested talking points: Predator Predators, Tooth Box, Accidental Pizza Birds, Secret Scoops of Nutella, Yahoo Fiction Corner, Magician-in-Law</p>;3581;2018-09-10 16:55:50+00:00
423;MBMBaM 423: Face 2 Face: The Bigfoot Whistle;Face 2 Face: The Bigfoot Whistle;<p>For this one? We're in the Walt Disney Theater in Orlando, FL. We're talking about all the Disney World jumpscares we experienced with our many kids, and then try to summon the Bigfoot into the theater, and it WORKS HOLY CRAP WE GOT THE BIGFOOT.</p>;4139;2018-09-04 15:54:01+00:00
422;MBMBaM 422: The Very Best Stains;The Very Best Stains;<p>We have become a hundred and fifty years old since the last time you heard from us! We're certain that, as goes our youthful vitality, so goes a significant portion of our audience. That is fine, because we're just bones now.</p> <p>Suggested talking points: Skeleton Grandpa, Celebrity Misidentification, TCBYBC, Sleepy Skateboard Tricks, Bacon Testing, The Forbidden Jones Soda</p>;3502;2018-08-27 12:33:01+00:00
421;MBMBaM 421: Spoonhog;Spoonhog;<p>We're back with a completely sequential new episode! One that doesn't violate the sanctity of the podcast time-stream. It's got just the normal amount of weed humor in it. Gonna be a good one.</p> <p>Suggested talking points: Bogart My Dad, Muggin' Stuffins, The Dark Knight's The Joker, Twizzler Forensics, The Office Spoon, Butterfly Claws, Teen Financial Advice</p>;3374;2018-08-20 18:30:07+00:00
419;MBMBaM 419: Some Good JPEGs of My Favorite Matrix Characters;Some Good JPEGs of My Favorite Matrix Characters;<p>Let this episode stand as a sort of checkpoint for those working their way through the MBMBaM catalog. The episode following this one has become unstuck in time. It is in the ether, somewhere. It will arrive when it decides to. Come home, Episode 420. Come home to us.</p> <p>Suggested talking points: Inside The Writer's Room, Dental Distraction, Automotive Manufacturing, Ruling the School (w/ Guestpert Elsie Fisher!), A Genuinely Scary Haunted Doll Watch, Riddle Me Piss, Art From the Web</p>;3727;2018-08-13 19:05:59+00:00
418;MBMBaM 418: Trial of the Riddlemancers;Trial of the Riddlemancers;<p>GREETINGS, TRAVELER. You find yourself locked within the deepest depths of our Dastardly Podcast Labyrinth! There is only one escape: Solve these ingenious, crowdsourced riddles! We found them on the very worst website we've ever been to.</p> <p>Sugested talking points: A Lot of Vasectomy Chat, White Hat Aldi Hacker, Badass Kung Fu Panda Quotes, Riddles.com, Fountains of Pain</p>;3229;2018-08-06 18:16:10+00:00
417;MBMBaM 417: DVDs For The People;DVDs For The People;<p>We're settling into the smoky, comfortable embrace of the authorial lifestyle, which means this show's about to get a LOT more distinguished. Smear some of your fanciest cheese on your most exquisite bread, and let's get erudite together.</p> <p>Suggested talking points: Fancy Author Chat, A Twice-Lost Wallet, The Ross Archetype, 10 Straight Hours of Zydeco, The Slowest Imaginable Fast Food, The Hollywood Seal of Approval</p>;3514;2018-07-31 18:21:03+00:00
416;MBMBaM 416: Face 2 Face: Haunted Doll Cinematic Universe;Face 2 Face: Haunted Doll Cinematic Universe;<p>Juice is on vacation this week! We've got a live show for you in his absence -- it's from this past April, when the lovely denizens of Houston, TX came down to Jones Hall for an evening of friendship, fellowship, and an extremely buckwild installment of the Haunted Doll Watch. Enjoy!</p>;4442;2018-07-24 15:13:47+00:00
415;MBMBaM 415: My Very Cool Telescope!;My Very Cool Telescope!;<p>This episode is chock-full of practical tips, like how to punish a bird, and how to defend the honor of your favorite telescope. If you don't use at least one piece of helpful advice from this episode at some point this week, we'll eat all three of our hats.</p> <p>Suggested talking points: Justin's Christmas List, Candy Life Lessons, Telescope Bullies, Hiker Surprise, How to Punish Birds, Hummus Cream, It Catches, Office Improv</p>;3501;2018-07-16 15:13:06+00:00
414;MBMBaM 414: Hogsplash;Hogsplash;<p>This one's got the summer stink all over it. We're talking about those PRETTY fireworks, talking about getting brave for amusement park attractions, and singing us some ice cream songs. Also, Marilu Henner drops by so that Justin can apologize for accidentally shouting towards her face!</p> <p>Suggested talking points: The Most Beautiful Firework, Rollercoaster Bravery, Havin' a Hogsplash, Hot Chocolate Truck, Special Guestpert: Marilu Henner</p>;4176;2018-07-10 16:23:40+00:00
413;MBMBaM 413: Faster Car;Faster Car;<p>The current world record speedrun of this episode of My Brother, My Brother and Me is a tight 14:51, from runner FastDave69. Can you find all the skips and glitches you need to beat FastDave69's impressive time? Good luck!</p> <p>Suggested talking points: Boyhood Speedrun, Hotel Heist Participation, Divinity of the Burger King, Stranger than Fiction, Papa John's Duel, Donut Fries, Skipping Mario</p>;3516;2018-07-02 16:16:56+00:00
